@relation creditos

@attribute nivelRenta {alto,medio,bajo}
@attribute patrimonio {alto,medio,bajo}
@attribute tamanoCredito REAL
@attribute edadPeticionario REAL
@attribute numeroHijos REAL
@attribute funcionario {si,no}
@attribute nivelEstudios {ninguno,licenciatura,posgrado}
@attribute autorizo {si,no}

@data
alto,alto,83000,24,0,no,posgrado,si
alto,alto,96000,40,0,si,posgrado,si
alto,alto,94000,44,1,si,posgrado,no
bajo,bajo,2000,54,6,no,licenciatura,no
bajo,bajo,17000,41,4,no,licenciatura,si
medio,medio,66000,37,0,si,posgrado,si
medio,alto,87000,57,2,si,posgrado,si
bajo,bajo,30000,38,5,si,licenciatura,no
alto,alto,61000,55,2,si,posgrado,si
medio,alto,62000,34,0,si,licenciatura,si
alto,alto,74000,27,1,si,licenciatura,si
medio,medio,46000,53,1,si,licenciatura,si
alto,alto,81000,60,0,si,licenciatura,si
alto,alto,84000,51,1,no,posgrado,si
medio,alto,75000,56,1,si,posgrado,si
bajo,bajo,37000,49,5,si,licenciatura,si
medio,medio,78000,28,1,si,licenciatura,si
bajo,bajo,3000,26,6,si,ninguno,no
medio,alto,68000,20,1,no,ninguno,si
alto,medio,33000,27,1,si,posgrado,no
medio,medio,74000,48,1,no,licenciatura,no
bajo,bajo,12000,60,4,si,ninguno,no
alto,alto,63000,27,0,no,posgrado,si
bajo,bajo,28000,32,6,no,ninguno,si
alto,alto,53000,22,2,si,posgrado,si
alto,alto,82000,33,2,si,posgrado,si
alto,alto,100000,55,0,si,licenciatura,si
bajo,bajo,11000,46,4,si,ninguno,no
medio,medio,58000,42,2,si,licenciatura,si
alto,alto,100000,49,0,si,licenciatura,si
alto,alto,83000,60,0,no,posgrado,no
medio,bajo,39000,54,0,si,licenciatura,no
medio,bajo,15000,35,0,no,ninguno,no
alto,alto,92000,44,0,no,posgrado,no
medio,alto,65000,30,1,si,posgrado,si
medio,medio,34000,39,0,si,licenciatura,si
bajo,bajo,47000,27,4,si,licenciatura,no
alto,medio,62000,35,1,si,ninguno,si
alto,alto,53000,31,1,si,posgrado,si
alto,alto,79000,45,1,si,licenciatura,si
alto,medio,74000,33,2,si,licenciatura,si
alto,medio,72000,23,0,si,licenciatura,si
medio,bajo,40000,23,1,no,ninguno,no
alto,alto,80000,24,1,si,posgrado,si
bajo,bajo,32000,40,6,no,ninguno,no
alto,alto,69000,51,1,si,posgrado,si
medio,bajo,31000,53,2,si,ninguno,si
medio,alto,79000,24,0,si,posgrado,si
bajo,bajo,35000,55,6,si,licenciatura,si
alto,alto,87000,21,2,si,posgrado,si
alto,alto,66000,55,1,si,posgrado,si
medio,medio,50000,30,0,no,licenciatura,si
alto,alto,94000,47,2,si,posgrado,si
medio,medio,77000,34,2,si,licenciatura,no
bajo,medio,67000,51,1,no,licenciatura,no
bajo,bajo,14000,54,4,si,licenciatura,no
alto,alto,95000,36,1,si,posgrado,si
alto,alto,93000,25,2,no,ninguno,no
bajo,bajo,36000,44,4,si,ninguno,no
medio,medio,55000,54,0,si,licenciatura,si
alto,medio,50000,57,1,si,licenciatura,si
bajo,bajo,24000,59,6,no,ninguno,no
alto,alto,98000,23,1,si,posgrado,no
medio,medio,69000,37,1,no,posgrado,si
alto,alto,50000,27,1,si,licenciatura,si
alto,alto,82000,24,0,si,posgrado,si
bajo,bajo,41000,46,6,no,licenciatura,no
alto,alto,93000,39,2,si,posgrado,si
alto,alto,61000,47,1,si,licenciatura,si
medio,medio,69000,44,2,si,ninguno,si
medio,medio,30000,56,1,si,licenciatura,si
bajo,bajo,21000,55,5,si,ninguno,si
bajo,bajo,21000,24,5,si,licenciatura,si
medio,medio,35000,44,1,si,posgrado,si
medio,medio,41000,45,2,no,posgrado,si
alto,medio,39000,55,0,si,licenciatura,no
alto,alto,84000,59,1,si,posgrado,si
medio,medio,79000,53,1,no,posgrado,no
alto,alto,81000,25,1,si,posgrado,si
alto,alto,80000,60,0,si,licenciatura,si
bajo,bajo,48000,52,6,si,licenciatura,no
medio,medio,74000,39,1,si,posgrado,si
bajo,bajo,20000,52,6,no,ninguno,no
alto,alto,80000,52,1,no,licenciatura,si
bajo,bajo,39000,49,5,si,ninguno,no
bajo,bajo,30000,35,5,si,ninguno,no
bajo,bajo,5000,39,4,no,ninguno,no
bajo,medio,47000,35,2,si,licenciatura,no
alto,alto,95000,43,1,si,posgrado,si
medio,alto,60000,41,1,si,posgrado,si
alto,medio,42000,26,1,si,ninguno,si
bajo,bajo,50000,53,4,no,ninguno,no
medio,alto,66000,51,0,si,posgrado,si
medio,medio,73000,25,2,no,ninguno,si
bajo,bajo,25000,31,4,no,ninguno,no
bajo,bajo,36000,21,5,si,licenciatura,no
medio,medio,43000,45,0,si,licenciatura,si
medio,medio,53000,56,2,no,ninguno,si
bajo,medio,69000,27,0,si,licenciatura,no
medio,medio,36000,54,0,no,ninguno,si
bajo,bajo,10000,26,6,si,licenciatura,no
bajo,bajo,27000,50,5,si,ninguno,si
bajo,bajo,31000,24,5,no,ninguno,no
medio,alto,80000,22,1,si,posgrado,si
bajo,bajo,11000,51,6,si,licenciatura,no
medio,bajo,20000,23,0,si,ninguno,si
alto,medio,76000,38,2,no,posgrado,no
medio,alto,69000,28,1,si,posgrado,si
alto,alto,73000,49,1,si,posgrado,si
medio,medio,30000,46,0,si,ninguno,si
medio,medio,41000,54,1,no,posgrado,si
alto,alto,68000,30,1,si,licenciatura,no
medio,medio,42000,47,0,si,posgrado,si
alto,alto,96000,42,2,si,posgrado,si
alto,medio,71000,44,1,si,posgrado,no
bajo,bajo,7000,30,4,si,licenciatura,no
alto,alto,75000,53,1,no,posgrado,si
bajo,bajo,10000,23,4,no,ninguno,no
bajo,medio,50000,44,2,si,licenciatura,si
medio,medio,41000,28,1,no,ninguno,si
bajo,bajo,7000,29,4,si,licenciatura,no
bajo,bajo,26000,52,4,no,ninguno,si
medio,medio,50000,51,0,si,licenciatura,si
bajo,bajo,49000,30,6,no,posgrado,no
bajo,medio,44000,31,2,no,licenciatura,si
bajo,bajo,33000,27,5,no,ninguno,no
medio,alto,74000,48,1,si,licenciatura,si
bajo,bajo,35000,56,6,si,ninguno,no
bajo,bajo,15000,58,5,no,ninguno,no
medio,medio,64000,41,1,si,licenciatura,si
bajo,bajo,21000,45,4,si,licenciatura,no
medio,alto,94000,46,1,si,posgrado,si
medio,bajo,8000,30,0,no,licenciatura,si
alto,alto,93000,20,1,si,posgrado,si
medio,medio,65000,27,1,no,posgrado,no
alto,alto,77000,45,2,no,posgrado,si
bajo,bajo,33000,56,4,si,ninguno,no
medio,bajo,12000,55,0,no,ninguno,si
medio,alto,60000,35,1,si,posgrado,si
alto,alto,95000,28,2,si,licenciatura,si
medio,bajo,15000,45,1,si,ninguno,no
medio,alto,54000,38,1,no,posgrado,si
bajo,bajo,32000,58,5,si,ninguno,si
bajo,bajo,37000,29,4,si,licenciatura,no
bajo,bajo,51000,55,6,no,ninguno,no
alto,alto,73000,34,1,si,licenciatura,si
bajo,medio,40000,55,2,si,licenciatura,si
alto,alto,91000,22,2,si,posgrado,si
alto,alto,56000,21,0,si,posgrado,si
alto,alto,98000,38,2,si,posgrado,si
alto,alto,71000,56,2,si,licenciatura,si
bajo,bajo,49000,30,5,no,ninguno,no
medio,medio,42000,24,2,si,posgrado,si
alto,alto,54000,22,2,si,posgrado,si
bajo,bajo,16000,35,6,si,ninguno,no
alto,alto,66000,35,1,si,posgrado,si
bajo,medio,68000,36,1,si,licenciatura,si
medio,bajo,2000,36,2,si,licenciatura,si
medio,bajo,38000,29,1,no,ninguno,si
alto,alto,51000,43,1,si,licenciatura,si
bajo,bajo,38000,41,4,si,licenciatura,si
alto,alto,69000,45,0,si,licenciatura,si
medio,medio,46000,27,2,no,licenciatura,no
bajo,bajo,39000,45,5,si,ninguno,no
medio,medio,42000,39,1,si,ninguno,si
alto,alto,64000,58,1,si,licenciatura,si
medio,bajo,46000,23,1,si,posgrado,si
alto,alto,86000,38,0,si,posgrado,si
bajo,bajo,28000,31,4,si,ninguno,no
bajo,bajo,5000,22,5,no,ninguno,si
alto,alto,66000,46,1,si,licenciatura,si
bajo,bajo,49000,25,6,no,ninguno,no
bajo,bajo,14000,25,4,si,ninguno,no
bajo,bajo,38000,42,4,si,ninguno,no
bajo,medio,74000,51,0,si,posgrado,si
medio,alto,82000,37,2,no,ninguno,no
medio,alto,94000,48,2,si,posgrado,si
alto,medio,74000,42,0,si,posgrado,si
alto,medio,34000,37,0,si,posgrado,si
alto,alto,88000,47,1,no,posgrado,si
alto,alto,79000,55,2,si,posgrado,no
medio,medio,35000,33,1,si,licenciatura,si
bajo,bajo,8000,34,6,si,licenciatura,no
alto,alto,73000,34,1,si,posgrado,si
alto,alto,94000,52,2,no,licenciatura,no
medio,medio,42000,36,0,no,licenciatura,si
medio,alto,74000,45,0,si,licenciatura,si
medio,alto,63000,51,2,si,posgrado,si
medio,medio,75000,35,1,si,licenciatura,si
bajo,bajo,11000,57,4,si,ninguno,no
medio,medio,63000,47,1,si,ninguno,si
medio,bajo,48000,41,0,si,licenciatura,no
bajo,bajo,11000,58,4,si,licenciatura,si
medio,alto,68000,39,1,si,posgrado,si
alto,alto,99000,50,2,si,posgrado,si
alto,alto,93000,31,2,si,posgrado,si
medio,medio,72000,40,0,si,licenciatura,si
alto,alto,92000,26,2,no,posgrado,no
alto,alto,66000,26,0,si,posgrado,si
bajo,bajo,15000,45,6,si,licenciatura,no
alto,alto,72000,42,1,si,licenciatura,si
bajo,bajo,25000,44,6,si,ninguno,no
alto,medio,61000,59,2,si,posgrado,si
bajo,bajo,35000,42,5,si,ninguno,no
bajo,bajo,40000,56,6,si,ninguno,no
medio,bajo,7000,44,0,no,ninguno,si
medio,medio,44000,47,2,si,licenciatura,si
bajo,bajo,15000,28,5,no,ninguno,si
bajo,bajo,33000,60,5,si,ninguno,no
bajo,bajo,28000,52,4,si,ninguno,si
bajo,bajo,1000,58,5,si,ninguno,no
medio,medio,30000,43,0,si,licenciatura,no
bajo,bajo,10000,47,4,si,licenciatura,si
alto,alto,52000,54,2,si,posgrado,si
medio,alto,64000,52,1,si,licenciatura,si
alto,alto,78000,50,0,si,licenciatura,si
alto,alto,75000,57,2,si,posgrado,si
bajo,bajo,44000,53,4,no,ninguno,no
bajo,medio,69000,54,0,si,licenciatura,si
medio,medio,60000,22,1,si,licenciatura,no
bajo,medio,35000,31,0,no,licenciatura,no
medio,medio,49000,49,1,no,licenciatura,si
bajo,bajo,17000,37,4,si,licenciatura,no
alto,medio,44000,53,0,si,posgrado,si
alto,alto,72000,21,0,si,posgrado,si
alto,alto,81000,20,1,si,licenciatura,si
alto,alto,93000,60,2,si,licenciatura,si
alto,medio,32000,60,2,si,licenciatura,no
alto,alto,96000,22,2,si,posgrado,si
bajo,bajo,46000,44,6,si,ninguno,no
medio,medio,34000,26,2,si,ninguno,si
bajo,bajo,51000,58,6,si,ninguno,no
bajo,bajo,13000,28,6,no,ninguno,no
alto,medio,45000,25,1,no,licenciatura,si
medio,medio,78000,24,1,si,licenciatura,si
bajo,bajo,5000,25,5,si,licenciatura,no
alto,medio,68000,55,0,no,posgrado,si
bajo,bajo,51000,36,5,si,ninguno,no
medio,medio,43000,50,0,si,licenciatura,si
alto,alto,52000,45,2,si,licenciatura,si
bajo,bajo,6000,51,4,si,licenciatura,no
bajo,bajo,19000,22,5,no,ninguno,no
bajo,bajo,22000,44,6,si,ninguno,no
bajo,bajo,2000,30,6,no,ninguno,no
medio,medio,38000,37,2,si,licenciatura,no
medio,medio,37000,45,0,si,licenciatura,si
bajo,bajo,32000,50,6,si,ninguno,no
medio,medio,58000,20,0,si,licenciatura,si
bajo,bajo,34000,48,6,si,ninguno,si
bajo,bajo,36000,26,5,si,ninguno,no
medio,alto,100000,54,0,si,licenciatura,si
alto,medio,43000,54,2,si,licenciatura,si
medio,bajo,25000,46,0,si,ninguno,no
medio,bajo,33000,51,0,si,ninguno,si
alto,alto,91000,44,0,si,posgrado,si
bajo,bajo,31000,22,5,no,ninguno,no
alto,alto,59000,41,2,si,posgrado,si
alto,alto,92000,26,1,no,posgrado,si
bajo,bajo,34000,41,5,no,ninguno,no
bajo,medio,78000,53,0,no,ninguno,si
alto,medio,80000,29,1,no,licenciatura,no
bajo,bajo,5000,28,6,si,ninguno,no
bajo,bajo,20000,28,5,no,ninguno,no
medio,medio,37000,42,1,si,posgrado,si
medio,alto,95000,23,0,si,licenciatura,si
alto,medio,37000,55,0,no,ninguno,si
medio,medio,75000,37,0,si,licenciatura,si
medio,bajo,48000,55,2,si,licenciatura,no
bajo,bajo,16000,21,6,si,licenciatura,si
medio,medio,58000,40,2,no,ninguno,si
medio,bajo,31000,38,0,si,ninguno,si
medio,bajo,36000,56,1,no,licenciatura,si
alto,alto,81000,22,0,si,licenciatura,si
medio,medio,60000,32,1,no,licenciatura,no
alto,alto,88000,33,1,no,posgrado,si
medio,bajo,44000,57,1,si,ninguno,no
medio,alto,97000,20,0,si,posgrado,si
medio,bajo,43000,60,2,si,ninguno,si
bajo,bajo,35000,40,4,si,ninguno,no
bajo,medio,40000,44,1,no,posgrado,si
alto,alto,53000,26,2,si,ninguno,si
bajo,bajo,29000,33,6,si,licenciatura,no
medio,bajo,6000,32,1,si,ninguno,no
alto,alto,63000,35,1,no,posgrado,si
medio,bajo,11000,58,2,si,ninguno,si
alto,medio,44000,26,0,si,licenciatura,no
medio,medio,64000,30,0,si,licenciatura,no
medio,medio,36000,33,0,si,licenciatura,si
alto,alto,65000,34,2,no,posgrado,si
alto,medio,72000,55,1,si,posgrado,si
alto,medio,44000,21,0,si,licenciatura,no
alto,alto,54000,35,2,no,licenciatura,no
bajo,bajo,30000,32,6,si,posgrado,no
medio,medio,72000,54,2,no,ninguno,no
medio,medio,73000,57,1,si,licenciatura,no
bajo,bajo,42000,44,6,si,licenciatura,no
bajo,bajo,12000,24,5,no,ninguno,no
medio,alto,86000,37,0,si,licenciatura,si
bajo,medio,70000,55,1,si,licenciatura,si
bajo,bajo,24000,53,4,no,ninguno,no
medio,alto,58000,55,0,si,posgrado,si
medio,medio,38000,33,0,no,ninguno,si
alto,alto,58000,24,1,si,posgrado,si
medio,alto,93000,53,2,no,posgrado,no
alto,alto,68000,51,1,si,posgrado,si
alto,medio,65000,40,0,no,licenciatura,si
bajo,bajo,24000,39,6,si,licenciatura,no
bajo,bajo,35000,50,5,si,ninguno,no
bajo,bajo,42000,41,5,no,ninguno,no
bajo,bajo,10000,25,5,si,ninguno,no
medio,medio,64000,59,0,si,licenciatura,si
bajo,bajo,3000,46,5,no,ninguno,no
medio,medio,42000,34,1,no,licenciatura,si
medio,medio,73000,30,0,si,ninguno,no
alto,medio,68000,46,0,no,ninguno,no
bajo,bajo,14000,56,5,no,ninguno,no
medio,medio,61000,25,0,si,licenciatura,no
bajo,bajo,17000,35,5,no,ninguno,no
medio,medio,31000,27,0,no,ninguno,si
medio,medio,46000,45,0,si,posgrado,no
medio,medio,41000,34,1,no,licenciatura,si
medio,medio,37000,31,0,no,licenciatura,si
alto,alto,77000,34,2,si,posgrado,no
medio,medio,33000,24,2,no,ninguno,si
medio,alto,82000,22,2,si,posgrado,si
medio,bajo,26000,49,2,si,licenciatura,no
alto,medio,66000,43,1,no,ninguno,si
alto,alto,67000,37,1,no,licenciatura,si
bajo,bajo,10000,52,4,si,ninguno,no
alto,alto,89000,59,2,no,posgrado,no
bajo,bajo,19000,58,6,si,ninguno,no
alto,alto,67000,35,2,si,posgrado,si
bajo,bajo,50000,44,4,no,licenciatura,no
bajo,medio,31000,49,0,si,licenciatura,si
bajo,bajo,3000,51,6,no,ninguno,no
bajo,bajo,39000,48,4,si,ninguno,no
bajo,bajo,46000,25,5,no,ninguno,no
alto,medio,76000,49,0,no,ninguno,no
medio,alto,87000,27,1,si,licenciatura,si
bajo,bajo,1000,34,5,si,licenciatura,si
bajo,bajo,9000,54,6,si,licenciatura,no
medio,alto,69000,60,2,si,posgrado,si
bajo,bajo,23000,21,4,no,ninguno,no
alto,alto,64000,29,2,si,licenciatura,si
bajo,bajo,24000,39,5,si,licenciatura,no
medio,medio,38000,52,2,si,licenciatura,si
medio,medio,55000,31,0,si,licenciatura,no
alto,medio,68000,34,0,si,ninguno,si
bajo,bajo,40000,41,5,si,licenciatura,no
bajo,medio,31000,57,1,si,licenciatura,si
bajo,medio,66000,20,2,no,licenciatura,no
medio,bajo,50000,23,1,si,licenciatura,si
bajo,medio,80000,38,0,si,licenciatura,no
medio,medio,76000,27,0,no,posgrado,si
alto,alto,95000,41,1,si,posgrado,si
bajo,bajo,36000,53,6,si,licenciatura,no
medio,medio,55000,32,1,si,ninguno,si
bajo,bajo,23000,29,6,no,ninguno,no
medio,alto,74000,44,2,si,licenciatura,si
alto,alto,81000,35,0,si,posgrado,si
medio,medio,42000,41,0,no,licenciatura,si
bajo,bajo,12000,53,6,no,ninguno,no
bajo,bajo,10000,27,6,no,ninguno,no
medio,bajo,15000,48,1,no,ninguno,no
medio,medio,72000,20,1,si,licenciatura,si
alto,alto,61000,52,1,si,posgrado,si
medio,medio,44000,22,1,si,ninguno,si
bajo,bajo,20000,60,5,no,ninguno,no
bajo,bajo,43000,45,6,si,ninguno,si
alto,medio,46000,48,2,si,licenciatura,no
bajo,bajo,6000,50,5,si,licenciatura,no
bajo,bajo,36000,54,4,si,ninguno,no
bajo,bajo,20000,50,5,si,ninguno,no
bajo,medio,55000,25,0,no,ninguno,no
medio,bajo,2000,41,1,no,ninguno,si
alto,alto,73000,37,2,si,posgrado,si
medio,medio,62000,46,2,si,posgrado,si
alto,alto,82000,23,1,no,posgrado,no
medio,medio,58000,54,0,si,posgrado,si
bajo,bajo,21000,40,6,si,licenciatura,si
bajo,bajo,26000,38,5,no,ninguno,no
medio,medio,61000,48,0,no,licenciatura,no
bajo,bajo,42000,40,5,no,ninguno,no
bajo,bajo,25000,56,6,si,licenciatura,no
bajo,bajo,29000,23,6,si,licenciatura,no
alto,medio,80000,53,0,no,licenciatura,no
alto,medio,31000,53,2,si,ninguno,si
bajo,bajo,40000,52,5,si,ninguno,no
alto,alto,64000,28,1,si,posgrado,si
alto,alto,70000,25,0,si,licenciatura,si
medio,medio,58000,50,2,si,licenciatura,no
bajo,bajo,13000,50,4,si,licenciatura,no
bajo,bajo,13000,24,5,si,ninguno,si
medio,medio,39000,51,1,no,posgrado,no
bajo,bajo,45000,46,4,no,ninguno,no
medio,medio,68000,41,0,si,ninguno,no
alto,alto,88000,55,2,si,licenciatura,si
medio,medio,55000,42,0,si,posgrado,no
alto,alto,84000,38,1,si,licenciatura,si
medio,bajo,7000,57,2,si,licenciatura,no
alto,alto,72000,51,2,no,posgrado,si
alto,alto,66000,40,2,no,posgrado,si
medio,bajo,40000,30,1,no,ninguno,no
medio,medio,43000,55,2,no,licenciatura,no
medio,alto,85000,28,0,si,posgrado,si
alto,alto,100000,36,2,si,licenciatura,si
bajo,bajo,15000,54,5,si,licenciatura,no
bajo,bajo,7000,21,6,no,ninguno,no
alto,alto,83000,29,0,no,posgrado,si
alto,alto,50000,31,1,si,licenciatura,si
medio,bajo,27000,45,0,no,ninguno,no
alto,medio,40000,38,1,si,licenciatura,si
bajo,medio,75000,49,2,no,licenciatura,no
medio,medio,53000,60,0,si,ninguno,si
medio,medio,59000,46,2,si,licenciatura,si
alto,alto,61000,60,0,si,posgrado,no
alto,alto,70000,21,1,no,ninguno,si
alto,alto,92000,52,0,si,ninguno,si
bajo,bajo,51000,51,4,no,licenciatura,no
bajo,bajo,2000,50,5,no,ninguno,no
alto,alto,75000,57,0,si,posgrado,no
medio,bajo,38000,55,0,no,ninguno,no
medio,medio,48000,50,2,si,licenciatura,si
alto,alto,64000,33,1,si,posgrado,si
medio,medio,48000,23,0,si,posgrado,si
bajo,bajo,6000,45,5,si,ninguno,si
bajo,bajo,1000,50,5,si,ninguno,no
bajo,bajo,36000,54,6,si,licenciatura,no
medio,medio,73000,53,0,si,licenciatura,no
bajo,bajo,11000,51,6,si,licenciatura,si
alto,alto,73000,40,1,si,licenciatura,si
bajo,bajo,26000,28,6,no,ninguno,si
alto,alto,53000,47,1,si,licenciatura,si
alto,alto,89000,37,0,si,posgrado,si
medio,medio,50000,47,2,si,posgrado,si
bajo,bajo,24000,33,6,no,ninguno,no
alto,alto,52000,54,0,si,posgrado,si
bajo,bajo,23000,47,6,si,ninguno,no
bajo,bajo,32000,30,6,si,ninguno,no
alto,medio,52000,49,2,si,licenciatura,si
alto,alto,55000,38,1,no,posgrado,si
alto,alto,67000,59,1,si,posgrado,si
bajo,bajo,35000,46,4,si,ninguno,si
alto,alto,52000,40,0,si,posgrado,si
medio,alto,84000,55,2,si,licenciatura,no
alto,alto,75000,21,2,si,posgrado,si
alto,alto,62000,33,1,si,posgrado,si
bajo,bajo,28000,31,5,si,licenciatura,no
bajo,bajo,37000,35,4,si,ninguno,no
medio,medio,58000,28,1,si,licenciatura,si
medio,medio,62000,28,1,si,licenciatura,si
bajo,bajo,15000,46,5,no,ninguno,no
alto,alto,69000,32,1,si,licenciatura,si
bajo,bajo,15000,51,6,si,licenciatura,no
bajo,bajo,17000,21,5,si,ninguno,no
medio,medio,40000,48,0,si,ninguno,si
alto,alto,50000,41,0,si,posgrado,si
medio,medio,59000,41,0,no,posgrado,no
alto,alto,90000,27,2,si,licenciatura,si
alto,alto,78000,33,1,no,posgrado,si
medio,medio,77000,47,2,no,ninguno,no
bajo,bajo,25000,28,5,si,ninguno,no
medio,alto,61000,34,0,si,posgrado,si
alto,alto,75000,28,0,no,posgrado,si
medio,medio,80000,58,2,si,ninguno,si
alto,medio,65000,36,2,no,ninguno,no
bajo,medio,30000,36,1,si,posgrado,no
alto,medio,56000,52,2,no,licenciatura,no
alto,alto,55000,48,0,no,posgrado,si
medio,medio,70000,23,1,no,ninguno,no
medio,medio,70000,38,2,si,posgrado,si
alto,medio,63000,48,1,no,licenciatura,si
bajo,bajo,23000,24,4,no,ninguno,no
bajo,bajo,50000,49,6,no,ninguno,no
alto,alto,94000,38,2,si,posgrado,si
bajo,bajo,4000,50,4,no,ninguno,no
alto,alto,58000,40,2,si,posgrado,si
medio,medio,36000,31,1,si,licenciatura,si
medio,bajo,15000,27,2,no,ninguno,si
bajo,bajo,8000,41,5,si,ninguno,si
alto,alto,52000,27,1,si,licenciatura,no
medio,medio,78000,30,2,si,licenciatura,si
alto,alto,55000,22,0,si,posgrado,si
medio,medio,61000,32,1,si,licenciatura,no
bajo,bajo,26000,24,5,no,ninguno,no
alto,medio,50000,28,2,si,posgrado,si
medio,medio,52000,26,2,no,ninguno,no
bajo,bajo,6000,33,5,no,ninguno,no
alto,medio,78000,44,0,no,licenciatura,no
medio,medio,32000,41,0,no,ninguno,si
bajo,bajo,3000,32,6,no,ninguno,no
alto,alto,93000,43,1,si,posgrado,si
bajo,bajo,44000,40,5,no,ninguno,no
medio,medio,33000,46,2,si,posgrado,no
bajo,bajo,32000,36,4,no,ninguno,no
alto,alto,85000,58,2,si,licenciatura,si
bajo,bajo,1000,35,6,si,licenciatura,no
bajo,bajo,21000,36,5,no,licenciatura,no
alto,alto,65000,38,0,si,posgrado,si
bajo,bajo,40000,33,5,si,ninguno,no
alto,medio,78000,43,0,no,licenciatura,si
alto,alto,80000,58,0,si,posgrado,si
medio,bajo,20000,26,1,si,ninguno,si
bajo,bajo,28000,50,4,si,ninguno,no
alto,medio,54000,35,0,si,licenciatura,si
bajo,bajo,28000,57,4,si,licenciatura,no
alto,alto,64000,29,1,si,posgrado,si
alto,alto,93000,31,2,si,posgrado,si
medio,alto,78000,42,2,si,posgrado,si
bajo,bajo,17000,34,5,no,ninguno,no
bajo,medio,53000,28,2,no,licenciatura,no
medio,bajo,15000,31,1,si,ninguno,no
bajo,bajo,46000,21,6,si,licenciatura,no
bajo,bajo,49000,60,5,si,licenciatura,si
alto,alto,81000,45,1,si,posgrado,si
alto,alto,88000,50,0,si,posgrado,si
bajo,bajo,38000,36,5,si,licenciatura,no
medio,bajo,30000,33,0,si,licenciatura,si
alto,alto,89000,25,2,si,posgrado,si
medio,alto,87000,48,0,si,licenciatura,si
bajo,bajo,39000,30,4,no,ninguno,no
bajo,bajo,12000,55,4,si,ninguno,no
medio,medio,44000,40,0,si,ninguno,si
alto,alto,88000,55,1,si,ninguno,si
bajo,bajo,13000,27,5,si,ninguno,no
bajo,bajo,34000,28,4,si,licenciatura,no
alto,alto,93000,37,2,no,licenciatura,no
alto,alto,85000,50,0,no,posgrado,no
alto,medio,31000,36,1,si,licenciatura,si
bajo,medio,45000,24,2,si,licenciatura,no
medio,alto,67000,59,1,si,licenciatura,si
bajo,bajo,3000,27,5,no,licenciatura,no
bajo,bajo,39000,32,6,no,ninguno,no
alto,alto,63000,25,0,si,posgrado,si
bajo,bajo,35000,22,6,si,licenciatura,no
medio,medio,69000,49,2,si,licenciatura,no
medio,alto,99000,37,2,si,posgrado,si
medio,medio,45000,25,0,si,posgrado,si
alto,alto,94000,50,0,si,posgrado,si
medio,medio,54000,51,1,si,licenciatura,no
bajo,bajo,30000,56,5,si,licenciatura,no
bajo,bajo,8000,33,4,no,posgrado,no
bajo,bajo,20000,28,5,si,ninguno,si
bajo,bajo,44000,23,5,no,ninguno,no
bajo,medio,68000,24,0,si,licenciatura,si
bajo,bajo,33000,28,5,si,licenciatura,si
bajo,bajo,43000,25,5,si,ninguno,no
bajo,bajo,32000,52,5,si,ninguno,no
alto,alto,59000,60,1,no,licenciatura,si
bajo,bajo,43000,21,6,si,licenciatura,no
alto,alto,68000,44,1,si,licenciatura,si
alto,medio,76000,37,2,si,licenciatura,si
bajo,bajo,24000,32,6,si,ninguno,si
medio,alto,50000,55,0,si,licenciatura,si
alto,alto,84000,22,2,si,licenciatura,si
bajo,bajo,50000,44,6,no,ninguno,no
alto,alto,72000,29,2,si,posgrado,no
bajo,bajo,49000,21,5,si,licenciatura,no
medio,medio,50000,35,1,no,posgrado,no
medio,alto,72000,47,2,si,licenciatura,si
alto,alto,68000,32,1,si,licenciatura,si
medio,medio,39000,20,2,si,licenciatura,si
alto,medio,46000,32,1,no,licenciatura,no
medio,medio,42000,32,0,si,licenciatura,si
alto,medio,47000,37,2,si,ninguno,si
alto,alto,65000,30,0,si,posgrado,si
medio,medio,49000,38,1,no,posgrado,si
bajo,bajo,33000,35,5,si,licenciatura,no
alto,alto,72000,49,2,no,licenciatura,si
medio,medio,38000,49,0,si,posgrado,no
bajo,bajo,21000,36,6,no,ninguno,no
bajo,bajo,42000,58,6,si,ninguno,no
medio,alto,72000,40,2,si,posgrado,si
medio,alto,85000,27,1,si,posgrado,si
medio,medio,79000,55,0,no,ninguno,no
medio,medio,61000,44,0,no,licenciatura,no
alto,alto,91000,58,2,si,posgrado,no
medio,medio,70000,53,2,si,licenciatura,si
bajo,bajo,26000,54,4,si,licenciatura,no
alto,alto,100000,51,2,si,posgrado,no
medio,bajo,19000,54,1,no,ninguno,si
bajo,bajo,6000,48,5,no,ninguno,no
bajo,bajo,6000,49,4,no,ninguno,no
medio,medio,59000,37,1,si,licenciatura,si
alto,alto,56000,23,1,si,posgrado,no
alto,medio,76000,55,2,si,licenciatura,si
alto,alto,82000,48,2,si,posgrado,si
bajo,bajo,37000,36,5,si,ninguno,no
medio,medio,80000,41,2,si,licenciatura,no
medio,medio,54000,41,1,si,posgrado,si
bajo,bajo,30000,41,6,no,ninguno,si
bajo,bajo,1000,42,5,si,ninguno,si
medio,medio,76000,45,2,si,licenciatura,no
alto,alto,99000,49,0,si,posgrado,si
alto,alto,98000,34,2,si,posgrado,no
alto,alto,88000,59,0,si,posgrado,si
bajo,bajo,10000,36,4,no,ninguno,no
medio,medio,76000,45,2,si,licenciatura,si
